ID,Name,Sentence,Label,LengthWords,LengthChars
wiki-511,Africa,"Although it has abundant natural resources, Africa remains the world's poorest and least-developed continent, the result of a variety of causes that may include corrupt governments that have often committed serious human rights violations, failed central planning, high levels of illiteracy, lack of access to foreign capital, and frequent tribal and military conflict  (ranging from guerrilla warfare to genocide).",1,59,415
wiki-856,History,Areas of study    Periods   Historical study often focuses on events and developments that occur in particular blocks of time.,1,19,126
wiki-1476,Monarch butterfly,"Males tended to have larger wings than females, and were heavier than females, on average.",1,15,90
wiki-916,Geography,Institute of Geographical Information Systems  (Pakistan)   Publications     nationalgeographic.org        jcildi6jn07u2e67z0iti25lbdgvw2g,1,9,138
wiki-1075,ITunes,This change would not affect Windows or older macOS versions.,1,10,61
wiki-1500,Headache,Cluster headaches are relatively rare  (1 in 1000 people) and are more common in men than women.,1,17,96
wiki-1068,Spaceflight,"In his short story, The Fourth Profession Mr. Niven postulates the arrival of a spacefaring culture of traders that depend in part on the technical sophistication of the civilizations being visited to build the requisite launch lasers to accelerate their mothership to the next star system.",1,46,290
wiki-789,One Hundred Years of Solitude,"One night of their emigration journey, while camping on a riverbank, José Arcadio dreams of ""Macondo"", a city of mirrors that reflected the world in and about it.",1,28,162
wiki-1522,NASA,It is hoped that these vehicles could also transport non-NASA customers to private space stations such those planned by Bigelow Aerospace.,1,21,138
wiki-782,Minnie Mouse,"*Crazy Over Daisy  (1950, cameo in a Donald Duck short)",1,10,55
wiki-1367,Maria Callas,"In his book, Michael Scott makes the distinction that whereas Callas's pre-1954 voice was a ""dramatic soprano with an exceptional top"", after the weight loss, it became, as one Chicago critic described the voice in Lucia, however, this claim is refuted by John Ardoin's review of the live recording of the performance as well as by the review of the recording in Opera News, both of which refer to the note as a high E-natural.",1,75,427
wiki-900,Solar System,"Of the objects that orbit the Sun directly, the largest are the eight planets, with the remainder being smaller objects, such as the five dwarf planets and small Solar System bodies.",1,31,182
wiki-11,Bertolt Brecht,Brecht changed the spelling of his first name to Bertolt to rhyme with Arnolt.,1,14,78
wiki-1056,Greece,"By the early 19th century, the systematic excavation of ancient Greek sites had brought forth a plethora of sculptures with traces of notably multicolored surfaces.",1,25,164
wiki-1103,Jean-Jacques Rousseau,"Isaac's sister had married Suzanne's brother eight years earlier, after she had become pregnant and they had been chastised by the Consistory.",1,22,142
wiki-1631,Elephant,Groups of African forest elephants typically consist of one adult female with one to three offspring.,1,16,101
wiki-83,Banana,"Alves picked up the banana, peeled it and took a bite, and the meme went viral on social media in support of him.",1,23,113
wiki-1124,PlayerUnknown's Battlegrounds,"Following release, Battlegrounds has been nominated and won several industry awards, including winning Best Multiplayer Game at the 2017 Golden Joystick Awards and The Game Awards 2017, and Best Action Game at the 2017 D.I.C.E. Awards.",1,36,235
wiki-1478,Galaxy,They are thought to have an increased star formation rate around 30 times faster than the Milky Way.,1,18,100
wiki-655,Llama,Using llamas as guards has reduced the losses to predators for many producers.,1,13,78
wiki-1117,Google Chrome,This subtle change contrasts with many existing tabbed browsers which are based on windows and contain tabs.,1,17,108
wiki-1613,Dolphin,"Dolphins have also been known to kill porpoises for reasons which are not fully understood, as porpoises generally do not share the same diet as dolphins and are therefore not competitors for food supplies.",1,34,206
wiki-1049,Judaism,"The Nazi Party was known for its persecution of Christian Churches; many of them, such as the Protestant Confessing Church and the Catholic Church, as well as Quakers and Jehovah's Witnesses, aided and rescued Jews who were being targeted by the antireligious régime.",1,43,267
wiki-1151,Cape Town,"The R302 runs from the R102 in Bellville, heading north across the N1 through Durbanville leaving the metro to Malmesbury.",1,20,122
wiki-497,Columbidae,"Although habitat loss was a contributing factor, the species is thought to have been massively over-hunted, being used as food for slaves and, later, the poor, in the United States throughout the 19thcentury.",1,33,208
wiki-336,Democracy,Frequent policy changes with regard to business and immigration are likely to deter investment and so hinder economic growth.,1,19,125
wiki-1196,Mahabharata,"After all the princes fail, many being unable to lift the bow Karna proceeds to the attempt but is interrupted by Draupadi refusing to marry a sut putra.",1,28,153
wiki-944,Boston,"Puritan ethics and their focus on education influenced its early history; America's first public school, Boston Latin School, was founded in Boston in 1635.",1,24,156
wiki-202,Bible,"The Septuagint version of some Biblical books, like Daniel and Esther, are longer than those in the Jewish canon.",1,19,113
wiki-1592,Cleopatra,"Ptolemy XIII believed he had demonstrated his power and simultaneously defused the situation by having Pompey's head, severed and embalmed, sent to Caesar, who arrived in Alexandria by early October and took up residence at the royal palace.",1,38,241
wiki-1181,Manila,"The city proper is home to  people in , and is the historic core of a built-up area that extends well beyond its administrative limits.",1,25,135
wiki-113,Pythagorean theorem,This formula is a special form of the hyperbolic law of cosines that applies to all hyperbolic triangles:  :\cosh \frac = \cosh \frac \,1,24,135
wiki-1648,Cetacea,"The sperm whale has a particularly pronounced melon; this is called the spermaceti organ and contains the eponymous spermaceti, hence the name ""sperm whale"".",1,24,157
wiki-749,Every Witch Way,"Eventually, Maddie gets her powers back in the middle of the season and feels happy.",1,15,84
wiki-162,Carl Linnaeus,"He also produced a book on the plants grown in the Uppsala Botanical Garden, .",1,15,78
wiki-1481,Henry VII of England,Royal government was also reformed with the introduction of the King's Council that kept the nobility in check.,1,18,111
wiki-1726,IPad,"The new hardware includes an A6X processor, HD FaceTime camera, improved LTE compatibility, and the all-digital Lightning connector.",1,18,132
wiki-73,Ovid,"* Anderson, W. S., Ovid's Metamorphoses, Books 6–10  (Norman: University of Oklahoma Press, 1972).",1,14,98
wiki-1318,National Hockey League,"Senior Vice-President of Player Safety: George Parros   Teams    The NHL consists of 31 teams, 24 of which are based in the United States and seven in Canada.",1,27,158
wiki-394,Road,"Safety considerations   Careful design and construction of roads can increase road traffic safety and reduce the harm  (deaths, injuries, and property damage) on the highway system from traffic collisions.",1,29,205
wiki-869,Welfare state,"In 2007, just before the financial crisis kicked into full gear, they had risen to 19 percent – a manageable increase.",1,21,118
wiki-74,Indigenous Australians,"NATSIHS 2004/5 also found that, after adjusting for age differences between the two populations, Indigenous adults were more than twice as likely as non-Indigenous adults to be current daily smokers of tobacco.",1,32,210
wiki-1432,Frankfurt,"The airport can be reached by car or bus and has two railway stations, one for regional and one for long-distance traffic.",1,22,122
wiki-1720,Ivanhoe,"Ch. 5  (19): Rowena persuades Cedric to escort Isaac and Rebecca, who have been abandoned  (along with a sick man Ivanhoe in their care) by their hired protectors.",1,28,163
viki-545,Hera,"The cow, lion and the peacock were sacred to her.",0,10,49
wiki-359,Hedgehog,"*In the 1927 British detective novel, The Ellerby Case by John Rhode, in the chapter entitled ""The Green Hedgehog,"" Doctor Lancelot Priestly, the investigator who solves the case, is nearly murdered by a hedgehog dyed green whose spines have been impregnated with a virulent poison.",1,45,282
wiki-939,Guatemala,"This process accelerated under Ubico's presidency, with the government doing nothing to stop it.",1,14,96
wiki-711,History of Afghanistan,At the same time the US-led forces were bombing Taliban and al-Qaeda targets everywhere inside Afghanistan with cruise missiles.,1,19,128
wiki-1383,Kosovo,"The current borders of Kosovo were drawn while part of SFR Yugoslavia in 1945, when the Autonomous Region of Kosovo and Metohija  (1945–1963) was created as an administrative division of the new People's Republic of Serbia.",1,36,223
wiki-1585,Sun,"Prior to 1983, it was thought that the whole Sun has the same composition as the solar atmosphere.",1,18,98
wiki-924,Area,A version of the isoperimetric inequality for triangles states that the triangle of greatest area among all those with a given perimeter is equilateral.,1,24,152
wiki-1307,Norway,"By mid-century, Norway's democracy was limited by modern standards: Voting was limited to officials, property owners, leaseholders and burghers of incorporated towns.",1,22,166
wiki-168,Akihito,An abdication within the Imperial Family has not occurred since Emperor Kōkaku in 1817.,1,14,87
wiki-1213,Mary Todd Lincoln,"Robert and Tad survived to adulthood and the death of their father, and only Robert outlived his mother.",1,18,104
wiki-1025,Norman Rockwell,Much of the film drew heavy visual inspiration from Rockwell's art.,1,11,67
wiki-1232,"Salvador, Bahia",He became the most important Baroque poet in colonial Brazil for his religious and satirical works.,1,16,99
wiki-688,Water,"A substantial fraction of the water supply for some regions consists of water extracted from water stored in stocks, and when withdrawals exceed recharge, stocks decrease.",1,26,171
wiki-1216,Janis Joplin,Joplin stated that she was ostracized and bullied in high school.,1,11,65
wiki-742,Multiculturalism,"On 4 January 1990, the activists of the movement registered an organisation with the legal name «Movement for Rights and Freedom»  (MRF)  (in Bulgarian:",1,24,152
wiki-361,Vincent van Gogh,"Charles Blanc's treatise on colour interested him greatly, and led him to work with complementary colours.",1,16,106
wiki-1397,Pump,"P = \frac  where Δp is the change in total pressure between the inlet and outlet  (in Pa), and Q, the volume flow-rate of the fluid is given in m3/",1,30,147
wiki-1718,Vietnamese language,Nhà Xuất Bản Ðại Học và Trung Học Chuyên Nghiệp.,1,10,48
wiki-1196,Mahabharata,"The background to the Mahābhārata suggests the origin of the epic occurs ""after the very early Vedic period"" and before ""the first Indian 'empire' was to rise in the third century B.C."" That this is ""a date not too far removed from the 8th or 9th century B.C."" is likely.",1,50,271
wiki-1246,Justin Bieber,Time magazine named Bieber one of the 100 most influential people in the world on their annual list.,1,18,100
viki-1492,Nintendo_eShop," Nintendo eShop  The official Nintendo eShop logo as of November 18, 2012.",0,12,74
wiki-126,Pseudoscience,A reinvention of the school science curriculum is one that shapes students to contend with its changing influence on human welfare.,1,21,131
wiki-829,Lyndon B. Johnson,"At that time the war was being commonly described by the press and others as a ""stalemate"".",1,17,91
wiki-1428,Melania Trump,"She has an older sister, Ines, who is an artist and her ""longtime confidant"", and an older half-brother—whom she reportedly has never met—from her father's previous relationship.",1,27,178
wiki-162,Carl Linnaeus,He is also considered as one of the founders of modern ecology.,1,12,63
wiki-767,Ionian Islands,"During the centuries of rule by Venice, they acquired Venetian names, by which some of them are still known in English  (and in Italian).",1,24,137
wiki-520,Frog,"They advertise their presence by calling, often alternating their croaks with neighbouring frogs.",1,13,97
wiki-829,Lyndon B. Johnson,The negative publicity from the affair fed rumors in Washington circles that Kennedy was planning on dropping Johnson from the Democratic ticket in the upcoming 1964 presidential election.,1,28,188
wiki-596,Asteroid,"The investigated asteroids are as large as 280&nbsp;km in diameter, and include 121 Hermione  (268×186×183&nbsp;km), and 87 Sylvia  (384×262×232&nbsp;km).",1,19,154
wiki-67,Hanover,Vahrenwald-List  # Bothfeld-Vahrenheide  # Buchholz-Kleefeld  # Misburg-Anderten  # Kirchrode-Bemerode-Wülferode  #,1,10,115
wiki-424,Steve Jobs,"In 2005, Jobs responded to criticism of Apple's poor recycling programs for e-waste in the US by lashing out at environmental and other advocates at Apple's annual meeting in Cupertino in April.",1,32,194
wiki-1235,Robert Ford (outlaw),"*In 1958, Martin Landau portrayed Robert Ford in the ABC/Warner Brothers western series, Lawman in the episode ""The Outcast"".",1,19,125
wiki-257,BASE jumping,"A study of 20,850 BASE jumps from the Kjerag Massif in Norway reported nine fatalities over the 11-year period from 1995 to 2005, or one in every 2,317 jumps.",1,29,158
wiki-897,Buddhism,"Similarly nibbāna is the common term for the desired goal of this practice, yet many other terms can be found throughout the Nikāyas, which are not specified.",1,27,158
viki-1545,Vikings,"Vikings didn't hesitate to attack monasteries and churches because they weren't well protected places, monks could be easily attacked and lots of precious things, such as gold and silver objects could be found in monasteries and churches.",0,37,238
wiki-1002,Manchester,A smaller City Airport Manchester exists  to the west of Manchester city centre.,1,13,80
wiki-1224,John F. Kennedy,"On Election Day, Kennedy defeated Nixon in one of the closest presidential elections of the 20th century.",1,17,105
wiki-1567,Sirimavo Bandaranaike,"Under the constitution, the executive or President, was elected by a vote of the people to serve a six-year term.",1,20,113
wiki-1137,Oscar Wilde,"He seemed unrestrained by the Victorian prohibition against homosexuality, and became estranged from his family.",1,15,112
wiki-253,Panama Canal,* Modification of all locks structures to allow an additional draft of about ;  *,1,15,81
wiki-356,Bosnia and Herzegovina,"A second round followed on 25 November, resulting in a national assembly where communist power was replaced by a coalition of three ethnically-based parties.",1,24,157
wiki-1516,Sark,"In 2012 the BBC Today programme reported on local disquiet about the influence on the island of David and Frederick Barclay, the billionaire brothers who own The Daily Telegraph.",1,29,178
wiki-1559,Bill Clinton,"Clinton was inaugurated as the 42nd President of the United States on January 20, 1993.",1,15,87
wiki-688,Water,Good water governance is primarily about knowing what processes work best in a particular physical and socioeconomic context.,1,18,125
wiki-717,Agriculture,"Rice was domesticated in China between 11,500 and 6,200 BC with the earliest known cultivation from 5,700 BC, followed by mung, soy and azuki beans.",1,25,148
wiki-1565,Pound (currency),"* New Brunswick pound  (until 1860, replaced by the New Brunswick dollar)",1,12,73
wiki-629,Rocket,The deceleration forces for fast-moving rockets are calculated using the drag equation.,1,12,87
wiki-590,First Folio,"It was dedicated to the ""incomparable pair of brethren"" William Herbert, 3rd Earl of Pembroke and his brother Philip Herbert, Earl of Montgomery  (later 4th Earl of Pembroke).",1,28,175
wiki-908,Maya civilization,"The basic Mesoamerican diet of maize and beans continued, although agricultural output was improved by the introduction of steel tools.",1,20,135
wiki-1724,Empire State Building,"On March 13, 1893, John Jacob Astor Sr's grandson William Waldorf Astor opened the Waldorf Hotel on the site with the help of hotelier George Boldt.",1,26,148
wiki-1229,Honey bee,They use the wax to form the walls and caps of the comb.,1,13,56
wiki-946,London,"Notable actors and filmmakers from London include; Charlie Chaplin, Alfred Hitchcock, Michael Caine, Helen Mirren, Gary Oldman, Christopher Nolan, Jude Law, Benedict Cumberbatch, Tom Hardy, Keira Knightley and Daniel Day-Lewis.",1,30,227
wiki-434,Hertz,"The occurrence rate of aperiodic or stochastic events is expressed in reciprocal second or inverse second  (1/s or s−1) in general or, in the specific case of radioactive decay, in becquerels.",1,31,192
wiki-515,The Nutcracker,"*In Mega Man Legends, the ""Waltz of the Flowers"" can be heard in the Balloon Fantasy minigame.",1,17,94
wiki-372,Metal,"Georges Urbain claimed to have found element 72 in rare-earth residues, while Vladimir Vernadsky independently found it in orthite.",1,19,131
wiki-1224,John F. Kennedy,It is the child of hope and the home of the brave.,1,12,50
wiki-1265,Estonia,"Around 4900 BC appear ceramics of the neolithic period, known as Narva culture.",1,13,79
wiki-1089,Ted Bundy,"He once called himself ""the most cold-hearted son of a bitch you'll ever meet.""",1,14,79
wiki-389,History of the United States,"Civil War   The Civil War began on April 12, 1861, when elements of 100,000 Confederate forces attacked a U.S. military installation at Fort Sumter in South Carolina.",1,27,166
wiki-1571,Hollywood,"Larchmont Charter School, elementary, 815 North El Centro Avenue  *",1,10,67
wiki-560,Dutch language,"At more or less the same time the Ingvaeonic nasal spirant law, moving over Western Europe from west to east, led to the development of Old English  (or Anglo-Saxon), Old Frisian and Old Saxon.",1,34,193
wiki-299,Vladimir Putin,"BRICS Summit    President Putin has attended the BRICS  (Brazil, Russia, India, China and South Africa)",1,15,103
wiki-1286,Sleep,Children who sleep through the night and have few night waking episodes have higher cognitive attainments and easier temperaments than other children.,1,22,150
wiki-1202,Ant,"Ants|Symbiosis|Matriarchism among animals|Extant Albian first appearances|Articles containing video clips|Insects in culture    Ants are eusocial insects of the family Formicidae and, along with the related wasps and bees, belong to the order Hymenoptera.",1,32,255
wiki-1590,"Lansing, Michigan","Winters are cold with moderate to heavy snowfall, while summers are very warm and humid.",1,15,88
wiki-761,Rain,"On America's East Coast, rain that is derived from the Atlantic Ocean typically has a pH of 5.0–5.6; rain that comes across the continental from the west has a pH of 3.8–4.8; and local thunderstorms can have a pH as low as 2.0.",1,43,227
wiki-1236,Black Sea,The following is a list of notable Black Sea resort towns:   Modern military use    International and military use of the Straits   The 1936 Montreux Convention provides for a free passage of civilian ships between the international waters of the Black and the Mediterranean Seas.,1,44,280
wiki-1606,Vaslav Nijinsky,"Rehearsals started on 2 April at the Hermitage Theatre, which the company had been granted special permission to use, along with loans of scenery.",1,24,146
wiki-249,Canary Islands,"Among the islands, Tenerife has the largest number of tourists received annually, followed by Gran Canaria and Lanzarote.",1,18,121
wiki-1004,Amsterdam,The city is also the cultural capital of the Netherlands.,1,10,57
wiki-1536,Henry Ford,"The Ford Motor Company was the last Detroit automaker to recognize the UAW, despite pressure from the rest of the automotive industry and even the US government.",1,27,161
wiki-1168,Sri Lanka,"In the same year, Freedom from Torture published Out of the Silence, which documents evidence of torture in Sri Lanka and demonstrates that the practice has continued long after the end of the civil war in May 2009.",1,38,215
wiki-796,Spain,"King Ferdinand VII's attempt to re-assert control proved futile as he faced opposition not only in the colonies but also in Spain and army revolts followed, led by liberal officers.",1,30,181
wiki-202,Bible,"Of the remainder, the books of the various prophets – Isaiah, Jeremiah, Ezekiel, and the twelve ""minor prophets"" – were written between the 8th and 6th centuries BC, with the exceptions of Jonah and Daniel, which were written much later.",1,40,237
wiki-1039,Pride and Prejudice,Development of the novel   Austen began writing the novel after staying at Goodnestone Park in Kent with her brother Edward and his wife in 1796.,1,25,145
wiki-519,Poseidon,"File:Poseidon and Athena battle for control of Athens - Benvenuto Tisi da Garofalo  (1512).jpg|Poseidon and Athena battle for control of Athens by Benvenuto Tisi (1512)    Statues    Image:MillesPoseidon.jpg|Poseidon statue in Gothenburg, Sweden.",1,31,246
wiki-266,John Maynard Keynes,He was an outspoken campaigner for reform of the laws against homosexuality.,1,12,76
viki-355,Alphabet,"[1]p12  13th century calligraphy &amp; illustration  Our alphabet is called the Roman alphabet, as compared with the Cyrillic and other alphabets.",0,21,146
wiki-732,Calculator,File:Casio cm602.jpg|The Casio CM-602 Mini electronic calculator provided basic functions in the 1970s.,1,13,103
wiki-1535,United States Declaration of Independence,This tax dispute was part of a larger divergence between British and American interpretations of the British Constitution and the extent of Parliament's authority in the colonies.,1,27,179
wiki-1041,Liverpool,"Collectively referred to as the Three Graces, these buildings stand as a testament to the great wealth in the city during the late 19th and early 20th century.",1,28,159
wiki-1394,Palermo,"The two captured Italian generals claimed that they were happy because in their view ""the Sicilians were not human beings but animals"".",1,22,135
wiki-1263,Christianity,"According to Acts 11:26, the term ""Christian""  () was first used in reference to Jesus's disciples in the city of Antioch, meaning ""followers of Christ,"" by the non-Jewish inhabitants of Antioch.",1,31,195
viki-292,Track_gauge,Narrow gauge railways have a smaller distance between two rails.,0,10,64
wiki-1556,Syria,"Continuing pressure from Syrian nationalists and the British forced the French to evacuate their troops in April 1946, leaving the country in the hands of a republican government that had been formed during the mandate.",1,35,219
wiki-1664,France,It is the premier clay court tennis championship event in the world and the second of four annual Grand Slam tournaments.,1,21,121
wiki-156,Faroe Islands,"28 July is a half working day for the members of some of the labour unions, while Ólavsøkudagur  (St Olaf's Day) on 29 July is a full holiday for most but not all union members.",1,35,177
wiki-553,Grover Cleveland,"Voting rights   In 1892, Cleveland had campaigned against the Lodge Bill, which would have strengthened voting rights protections through the appointing of federal supervisors of congressional elections upon a petition from the citizens of any district.",1,36,253
wiki-278,Nuuk,"It began as a small fishing settlement with a harbour but as the economy developed rapidly during the 1970s and 1980s, the fishing industry in the capital declined.",1,28,164
wiki-149,Mount Everest,Seven porters were killed in an avalanche on the descent from the North Col.,1,14,76
wiki-187,Haarlem,"This legend served the printers of Haarlem well, however, and it is probably for that reason the most notable Dutch history books from the Dutch Golden Age period were published in Haarlem; by Hadrianus Junius  (Batavia), Dirck Volkertszoon Coornhert  (Works), Karel van Mander  (Schilderboeck), Samuel Ampzing  (Description and Ode to Haarlem), Petrus Scriverius  (Batavia Illustrata), and Pieter Christiaenszoon Bor  (Origin of the Dutch wars).",1,64,446
wiki-1493,Forest,"On September 7, 2015, the Food and Agriculture Organization of the United Nations released a new study stating that, over the last 25 years, the global deforestation rate has decreased by 50% due to improved management of forests and greater government protection.",1,42,264
wiki-1722,Tiger,"They generally hunt alone and ambush their prey as most other cats do, overpowering them from any angle, using their body size and strength to knock the prey off balance.",1,30,170
wiki-1258,Confederate States of America,"The Permanent Constitution was adopted there on March 12, 1861.",1,10,63
wiki-373,Killer whale,"Systematic surveys indicate the highest densities of killer whales  (>0.40 individuals per 100&nbsp;km²) in the northeast Atlantic around the Norwegian coast, in the north Pacific along the Aleutian Islands, the Gulf of Alaska and in the Southern Ocean off much of the coast of Antarctica.",1,45,289
wiki-314,Austria,"Austria lies between latitudes 46° and 49° N, and longitudes 9° and 18° E.  It can be divided into five areas, the biggest being the Eastern Alps, which constitute 62% of the nation's total area.",1,35,195
wiki-847,Bus,"Private companies often contract out private shuttle bus services, for transport of their customers or patrons, such as hotels, amusement parks, university campuses, or private airport transfer services.",1,28,203
wiki-948,Claudius,"**Graves's two books were the basis for a British television adaptation I, Claudius, produced by the BBC.",1,17,105
wiki-1301,Homosexuality,"Executions for sodomy continued in the Netherlands until 1803, and in England until 1835.",1,14,89
wiki-33,Mahatma Gandhi,"During this period, his long time secretary Mahadev Desai died of a heart attack, his wife Kasturba died after 18 months' imprisonment on 22 February 1944; and Gandhi suffered a severe malaria attack.",1,33,200
wiki-1503,Gold,"In ultrathin sections of tissues viewed by electron microscopy, the immunogold labels appear as extremely dense round spots at the position of the antigen.",1,24,155
wiki-275,Great Wall of China,"Made of stone and bricks from the hills, this portion of the Great Wall is  high and  wide.",1,18,91
wiki-1585,Sun,"At this speed, it takes around 1,190 years for the Solar System to travel a distance of 1 light-year, or 7 days to travel 1 AU.",1,26,127
wiki-796,Spain,Each municipality is allowed to declare a maximum of 14 public holidays per year; up to nine of these are chosen by the national government and at least two are chosen locally.,1,32,176
wiki-1563,U2,"Set up in the kitchen, Mullen was on drums, with: Paul Hewson  (""Bono"") on lead vocals; David Evans  (""the Edge"") and his older brother Dik Evans on guitar; Adam Clayton, a friend of the Evans brothers, on bass guitar; and initially Ivan McCormick and Peter Martin, two other friends of Mullen.",1,51,294
wiki-1447,Born Free,Elsa manages to fight a wild lioness and is accepted into the pride - Joy and George are overjoyed at their success but promise to see their dear friend again when they return to Kenya.,1,35,185
wiki-357,Soviet Union,"Stalin died in 1953 and was eventually succeeded by Nikita Khrushchev, who in 1956 denounced Stalin and began a period of liberal reforms known as de-Stalinization.",1,26,164
viki-1068,Spaceflight,Both government and private plans have been made to make a manned landing on Mars.,0,15,82
wiki-138,Richard III of England,"At the queen's request, Earl Rivers was escorting the young king to London with an armed escort of 2000 men, while Richard and Buckingham's joint escort was 600 men.",1,29,165
wiki-915,Rhine,"After three main valleys separated by the two gorges, Roflaschlucht and Viamala, it reaches Reichenau in Tamins.",1,17,112
wiki-72,Facebook,"Batches are taken every 1.5 seconds, limited by memory used when creating a hash table.",1,15,87
wiki-54,Vilnius,"The Vilnius city walls were built for protection between 1503 and 1522, comprising nine city gates and three towers, and Sigismund August moved his court there in 1544.",1,28,168
wiki-492,Xbox 360,"Multimedia   The Xbox 360 supports videos in Windows Media Video  (WMV) format  (including high-definition and PlaysForSure videos), as well as H.264 and MPEG-4 media.",1,24,167
wiki-89,Rhodes,"Minoan Era   In the 16th century BC, the Minoans came to Rhodes.",1,12,64
wiki-659,Comet,"However, occasionally a ""new"" comet is discovered, and calculation of its orbit shows it to be an old ""lost"" comet.",1,20,115
wiki-690,Arithmetic,"Multiplication also combines two numbers into a single number, the product.",1,11,75
viki-1355,Joan_of_Arc,"The coronation, in the middle of enemy territory, had a great importance: it made it clear to the French population, in the lands occupied by the English, that the true King was Charles, chosen by God, and not the English King.",0,41,227
wiki-971,German Empire,File:German Empire - Prussia  (1871).svg|Kingdom of Prussia  File:German Empire - Bavaria  (1871).svg|Kingdom of Bavaria  File:German Empire - Saxony  (1871).svg|Kingdom of Saxony  File:German Empire - Wurttemberg  (1871).svg|Kingdom of Württemberg  File:German colonial.,1,30,271
wiki-1610,South Africa,"South Africa has a three-tier system of education starting with primary school, followed by high school and tertiary education in the form of  (academic) universities and universities of technology.",1,29,198
wiki-127,Enrico Caruso,"He made his first American records on 1 February 1904, having signed a lucrative financial deal with Victor.",1,18,108
wiki-276,Arnold Schwarzenegger,"The story of the film was supposed to be set 30 years after the first, with some inspiration from Clint Eastwood's Unforgiven.",1,22,126
wiki-1120,Capitalism,Balanced economic growth requires that different factors in the accumulation process expand in appropriate proportions.,1,15,119
wiki-1036,South Asia,"Population Information Network  (POPIN) includes Afghanistan, Bangladesh, Burma, India, Nepal, Pakistan and Sri Lanka as part of South Asia.",1,19,140
wiki-717,Agriculture,"Water management is needed where rainfall is insufficient or variable, which occurs to some degree in most regions of the world.",1,21,128
wiki-121,Multiplication,"This gives the area of a rectangle \frac high and \frac wide, and is the same as the number of things in an array when the rational numbers happen to be whole numbers.",1,33,167
wiki-1064,Canyoning,"In Europe the CIC  (Commission Internationale de Canyon) was one of the first organisations,  (formerly CEC) for professionals to teach over multiple countries.",1,23,160
wiki-842,Snapchat,"""Story Kit"" can be used to embed and aggregate publicly posted stories  (with for example, Bandsintown using Story Kit to aggregate stories posted by musicians), while ""Bitmoji Kit"" allows Bitmoji stickers to be integrated into third-party apps.",1,37,245
wiki-1592,Cleopatra,"Duane W. Roller speculates that Cleopatra could have been the daughter of a theoretical half-Macedonian-Greek, half-Egyptian woman from Memphis in northern Egypt belonging to a family of priests dedicated to Ptah  (a hypothesis not generally accepted in scholarship), but contends that whatever Cleopatra's ancestry, she valued her Greek Ptolemaic heritage the most.",1,52,366
wiki-1031,Novak Djokovic,"Del Potro upset Djokovic in the first round at the 2016 Olympics in Rio en route to the final, where he lost to Murray.",1,24,119
wiki-714,Social democracy,Friction in the ADAV arose over Lassalle's policy of a friendly approach to Bismarck that had assumed incorrectly that Bismarck in turn would be friendly towards them.,1,27,167
wiki-959,Polo,"H.L. Herbert, James Gordon Bennett and August Belmont financed the original New York Polo Grounds.",1,15,98
wiki-652,Egypt,The Cairo Opera House serves as the main performing arts venue in the Egyptian capital.,1,15,87
wiki-1294,Emily Dickinson,"On May 6, 1828, he married Emily Norcross from Monson.",1,10,54
wiki-1057,One Direction,One Direction were named the most charitable in 2013 behind Taylor Swift by social change organisation DoSomething.org.,1,17,119
wiki-1322,Genoa,"The average time people wait at a stop or station for public transit is 12 min, while 13% of riders wait over 20 minutes on average every day.",1,28,142
wiki-195,Kit Carson,"At Klamath Lake in southern Oregon, Frémont's party was hit in a revenge attack by 15–20 Indians on the night of May 9, 1846.",1,24,125
wiki-223,Londinium,The Iceni and their allies overwhelmed them and razed the city.,1,11,63
wiki-1701,Sweden,"Indeed, both slavery and serfdom were abolished altogether by a decree of King Magnus IV in 1335.",1,17,97
wiki-1271,Nunavut,"Eureka, a weather station also on Ellesmere Island, has the lowest average annual temperature of any Canadian weather station.",1,19,126
wiki-97,Grumpy Cat,"Among the crowds were Internet entrepreneur Dennis Crowley, singer Andrew W.K., and actor Ian Somerhalder.",1,15,106
wiki-961,Agustinia,"It contains the single species Agustinia ligabuei, a single specimen of which was recovered from the Lohan Cura Formation of Neuquen Province in Argentina, thought to date from the late Aptian to Albian stages of the Early Cretaceous Period, between 116 and 100 million years ago.",1,46,280
wiki-1039,Pride and Prejudice,"He declines to dance with Elizabeth  (the Bennets' second eldest daughter), stating that she is not pretty enough to tempt him.",1,21,127
wiki-254,Jim Morrison,"By early 1969, the formerly svelte singer had gained weight, grown a beard and mustache, and begun dressing more casually — abandoning the leather pants and concho belts for slacks, jeans, and T-shirts.",1,33,202
wiki-900,Solar System,"Some astronomers consider the scattered disc to be merely another region of the Kuiper belt and describe scattered disc objects as ""scattered Kuiper belt objects"".",1,25,163
wiki-482,Chickpea,"It has white flowers with blue, violet, or pink veins.",1,10,54
wiki-896,Pompeii,"As admiral of the fleet, Pliny the Elder had ordered the ships of the Imperial Navy stationed at Misenum to cross the bay to assist evacuation attempts.",1,27,152
wiki-615,Hebrew language,"The Talmud contains excerpts from these works, as well as further Tannaitic material not attested elsewhere; the generic term for these passages is Baraitot.",1,24,157
wiki-196,Johannes Gutenberg,"In 1997, Time–Life magazine picked Gutenberg's invention as the most important of the second millennium.",1,15,104
